TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
H,1,3,26,12.00,15.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,V,3.00,0.00,0,9,1.00,500.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
H,1,3,25,15.00,3.00,2.00,0.00,0.00,3300.00,0.00,100000.0,4.00,V,3.00,1.00,0,5,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Chemical Industr,Car,no credit cards
H,0,1,26,24.00,24.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,1600.00,"Furniture,Carpet",Lease,Yugoslav,"Food,Building,Ca",Without Vehicle,no credit cards
R,1,3,38,168.00,18.00,2.00,0.00,0.00,1600.00,1.00,2500.00,3.00,V,3.00,1.00,0,2,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Chemical Industr,Car,Cheque card
R,0,1,24,24.00,24.00,2.00,0.00,1.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,1600.00,"Furniture,Carpet",,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,29,12.00,15.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,30,108.00,21.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,2.00,1.00,0,0,0.00,1200.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
R,2,3,34,6.00,21.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,2,5,1.00,2000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,25,312.00,27.00,2.00,0.00,1.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,3,3,1.00,600.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
H,0,1,53,15.00,9.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,2.00,1.00,0,0,0.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,2,4,35,21.00,18.00,2.00,0.00,0.00,2700.00,0.00,100000.0,4.00,V,3.00,1.00,0,5,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,25,0.00,12.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,2.00,1.00,0,4,1.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,2,4,28,0.00,39.00,2.00,0.00,1.00,2800.00,0.00,100000.0,4.00,V,2.00,1.00,1,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Chemical Industr,Without Vehicle,no credit cards
R,0,2,32,9.00,54.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,3.00,1.00,0,2,1.00,700.00,"Furniture,Carpet",Owner,German,Others,Without Vehicle,no credit cards
H,3,4,37,9.00,21.00,1.00,0.00,1.00,1500.00,0.00,2500.00,2.00,W,2.00,1.00,1,3,1.00,700.00,"Radio, TV, Hifi",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
R,3,5,45,999.00,12.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,3.00,0.00,0,5,1.00,500.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,23,168.00,72.00,2.00,0.00,0.00,2100.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,4000.00,Cars,Lease,German,Others,Car,no credit cards
H,1,2,31,66.00,60.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,G,1.00,1.00,2,2,1.00,500.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,no credit cards
H,0,1,33,6.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,3,1.00,1500.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,Cheque card
R,3,5,36,42.00,18.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,V,2.00,1.00,4,3,1.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
H,0,2,54,168.00,168.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,2,2,1.00,20000.00,Cars,Lease,German,"Civil Service, M",Car,no credit cards
H,2,4,34,9.00,6.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,7,1.00,10000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,2,4,24,9.00,9.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,25,3.00,12.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,V,1.00,1.00,0,0,0.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card
R,2,4,42,9.00,27.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,1.00,1.00,1,3,1.00,1200.00,"Dept. Store,Mail",Lease,German,Pensioner,Without Vehicle,no credit cards
R,0,1,55,66.00,192.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,G,2.00,1.00,1,5,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards
R,2,3,36,3.00,3.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,G,2.00,1.00,1,6,1.00,2500.00,Cars,Lease,Yugoslav,Others,Car,no credit cards
H,0,1,48,120.00,288.00,1.00,0.00,1.00,2900.00,0.00,100000.0,4.00,G,2.00,1.00,0,2,1.00,100000.0,Cars,Lease,German,Others,Car,no credit cards
H,0,1,23,3.00,12.00,2.00,0.00,1.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,20000.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,23,30.00,84.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,2,2,1.00,100000.0,Cars,Lease,German,Others,Car,no credit cards
H,2,4,31,24.00,21.00,2.00,0.00,0.00,3300.00,0.00,100000.0,4.00,V,3.00,1.00,0,8,1.00,700.00,Cars,Lease,Yugoslav,"Food,Building,Ca",Car,no credit cards
R,0,1,23,9.00,33.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,6,1.00,1000.00,Leisure,Lease,German,Others,Car,no credit cards
H,3,5,49,144.00,288.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,V,3.00,1.00,0,5,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
R,2,4,27,18.00,18.00,2.00,0.00,0.00,3200.00,0.00,100000.0,4.00,V,3.00,1.00,0,7,1.00,5000.00,"Furniture,Carpet",Lease,Yugoslav,Others,Car,no credit cards
H,0,1,26,6.00,45.00,2.00,0.00,1.00,3000.00,0.00,100000.0,4.00,U,2.00,1.00,2,8,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,26,3.00,54.00,2.00,0.00,0.00,3000.00,0.00,100000.0,4.00,U,1.00,1.00,2,5,1.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
R,2,4,26,96.00,12.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,3.00,1.00,0,5,1.00,3000.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,1,3,47,0.00,84.00,1.00,0.00,0.00,4000.00,0.00,100000.0,4.00,V,3.00,1.00,0,4,1.00,5000.00,"Furniture,Carpet",Lease,Yugoslav,Others,Car,no credit cards
H,2,4,32,0.00,54.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,10000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards
H,2,4,38,3.00,54.00,2.00,0.00,1.00,2500.00,1.00,2500.00,3.00,V,1.00,1.00,4,5,1.00,15000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card
R,0,2,42,6.00,192.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,2,3,45,9.00,120.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,G,3.00,1.00,0,2,1.00,600.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards
H,0,1,23,84.00,15.00,2.00,0.00,1.00,2000.00,0.00,2500.00,2.00,U,2.00,1.00,2,2,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,0,2,31,9.00,24.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,1.00,1.00,3,2,1.00,1000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,Other credit car
H,2,4,24,42.00,15.00,2.00,0.00,1.00,2800.00,0.00,100000.0,4.00,V,1.00,1.00,0,9,1.00,9000.00,Cars,Owner,German,Others,Car,no credit cards
R,1,3,49,168.00,168.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,6,1.00,4000.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card
H,0,1,26,9.00,3.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,U,3.00,0.00,0,5,1.00,20000.00,Cars,Lease,Spanish/Portugue,Others,Car,no credit cards
H,0,1,26,6.00,6.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,25,42.00,42.00,2.00,0.00,0.00,2600.00,0.00,100000.0,4.00,V,3.00,1.00,0,5,1.00,2500.00,"Furniture,Carpet",Lease,Yugoslav,"Civil Service, M",Without Vehicle,no credit cards
R,2,3,46,3.00,288.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,G,3.00,1.00,0,4,1.00,3000.00,"Furniture,Carpet",Lease,Yugoslav,Others,Without Vehicle,no credit cards
H,1,3,32,3.00,168.00,2.00,0.00,1.00,3500.00,0.00,100000.0,4.00,V,1.00,1.00,2,5,1.00,4000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,2,31,60.00,3.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,3.00,1.00,0,2,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,1,3,36,144.00,240.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,2.00,1.00,2,3,1.00,1300.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
H,1,3,31,108.00,66.00,1.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,2.00,1.00,0,5,1.00,2500.00,Cars,Lease,Others,Others,Car,no credit cards
H,0,1,49,108.00,24.00,2.00,0.00,1.00,1800.00,0.00,2500.00,2.00,G,2.00,1.00,1,0,0.00,1200.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards
R,1,3,52,144.00,48.00,1.00,0.00,1.00,2100.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,8000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
H,2,4,50,84.00,288.00,2.00,0.00,0.00,2800.00,0.00,100000.0,4.00,V,3.00,1.00,0,5,1.00,7000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,2,4,34,0.00,36.00,1.00,0.00,0.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,1,4,1.00,8000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,65,999.00,240.00,1.00,0.00,0.00,3500.00,0.00,100000.0,4.00,U,1.00,1.00,1,5,1.00,5000.00,Cars,Lease,German,Others,Car,no credit cards
H,3,5,37,15.00,6.00,2.00,0.00,0.00,2100.00,0.00,2500.00,2.00,V,3.00,1.00,0,9,1.00,5000.00,,Lease,German,Others,Car,no credit cards
H,0,1,25,312.00,48.00,2.00,0.00,1.00,2700.00,0.00,100000.0,4.00,U,1.00,1.00,2,9,1.00,15000.00,Cars,Lease,German,Others,Car and Motor bi,no credit cards
H,4,6,42,36.00,33.00,2.00,0.00,1.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,1,7,1.00,7000.00,"Furniture,Carpet",Lease,Others,Others,Car,no credit cards
H,0,2,26,3.00,15.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,6,1.00,2000.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
H,0,2,30,6.00,84.00,2.00,0.00,0.00,4000.00,0.00,100000.0,4.00,V,2.00,1.00,1,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,5,7,48,216.00,288.00,2.00,0.00,1.00,3400.00,0.00,100000.0,4.00,V,1.00,1.00,1,5,1.00,8000.00,"Furniture,Carpet",Lease,Turkish,"Food,Building,Ca",Car,no credit cards
H,1,3,44,144.00,84.00,2.00,0.00,1.00,5000.00,1.00,100000.0,5.00,V,1.00,1.00,3,5,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Cheque card
H,0,1,23,36.00,36.00,2.00,0.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,3,3,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,39,24.00,24.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,1,0,0.00,20000.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,32,60.00,9.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,2.00,1.00,2,8,1.00,800.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,23,144.00,21.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,8000.00,Cars,Lease,German,"Civil Service, M",Car and Motor bi,no credit cards
H,0,1,23,288.00,3.00,2.00,0.00,1.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,2,9,1.00,1600.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
H,2,4,38,192.00,288.00,2.00,0.00,1.00,3300.00,1.00,100000.0,5.00,V,1.00,1.00,2,5,1.00,5000.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card
H,1,3,36,999.00,120.00,2.00,0.00,1.00,2800.00,0.00,100000.0,4.00,V,1.00,1.00,1,5,1.00,7000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,0,1,23,0.00,27.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,1.00,1.00,0,3,1.00,8000.00,Cars,Lease,German,Others,Car,no credit cards
R,0,1,24,6.00,42.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,3,1.00,4000.00,"Radio, TV, Hifi",,German,"Civil Service, M",Without Vehicle,Cheque card
R,1,3,24,216.00,6.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,6,1.00,5000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,1,3,25,42.00,120.00,2.00,0.00,0.00,2600.00,0.00,100000.0,4.00,V,2.00,1.00,0,5,1.00,2000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,58,84.00,45.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,V,1.00,1.00,2,4,1.00,3000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,0,2,38,9.00,18.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,V,1.00,1.00,1,7,1.00,800.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
R,0,2,48,168.00,192.00,2.00,0.00,0.00,3100.00,1.00,100000.0,5.00,V,2.00,1.00,1,5,1.00,1600.00,"Furniture,Carpet",,German,"Civil Service, M",Without Vehicle,Cheque card
H,2,4,40,42.00,288.00,2.00,0.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,5,9,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
R,0,2,55,3.00,15.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,2.00,1.00,4,3,1.00,1800.00,"Furniture,Carpet",Lease,German,Self-employed pe,Car,no credit cards
H,0,1,25,21.00,21.00,0.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
R,0,1,27,12.00,66.00,2.00,0.00,1.00,1900.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,15000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,50,144.00,6.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,2.00,1.00,0,2,1.00,700.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,Other credit car
H,0,1,32,3.00,66.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,0,0,0.00,500.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards
H,3,4,31,9.00,48.00,2.00,0.00,0.00,3400.00,0.00,100000.0,4.00,T,1.00,1.00,1,2,1.00,4000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,2,25,240.00,3.00,2.00,0.00,0.00,3000.00,0.00,100000.0,4.00,V,3.00,1.00,0,2,1.00,800.00,"Radio, TV, Hifi",Lease,Turkish,Self-employed pe,Car,no credit cards
H,2,4,26,21.00,9.00,2.00,0.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,4,4,1.00,6000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,0,2,25,12.00,24.00,2.00,0.00,1.00,2200.00,0.00,2500.00,2.00,V,1.00,1.00,2,7,1.00,4000.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards
H,0,1,28,18.00,21.00,2.00,0.00,0.00,3000.00,0.00,100000.0,4.00,U,3.00,1.00,0,3,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,2,4,27,3.00,6.00,1.00,0.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,3,1.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,30,6.00,3.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,3,1.00,700.00,"Dept. Store,Mail",Lease,Others,"Sea Vojage, Gast",Car,no credit cards
R,1,2,41,60.00,39.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,G,2.00,1.00,1,3,1.00,1800.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards
R,1,2,32,12.00,54.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,G,3.00,1.00,0,4,1.00,800.00,Cars,Lease,Italian,Others,Without Vehicle,no credit cards
H,1,2,37,168.00,192.00,2.00,0.00,1.00,2900.00,0.00,100000.0,4.00,G,3.00,1.00,0,4,1.00,1700.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,2,60,72.00,999.00,2.00,0.00,1.00,2400.00,0.00,2500.00,2.00,V,2.00,1.00,1,4,1.00,4000.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards
H,0,2,24,192.00,96.00,2.00,0.00,0.00,3200.00,1.00,100000.0,5.00,V,1.00,1.00,3,5,1.00,2500.00,"Dept. Store,Mail",,German,"State,Steel Ind,",Car,Cheque card
H,0,2,27,15.00,3.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,V,1.00,1.00,0,6,1.00,1600.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
H,0,1,23,12.00,12.00,2.00,0.00,0.00,2900.00,0.00,100000.0,4.00,U,1.00,1.00,1,3,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,1,2,30,108.00,96.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,2.00,1.00,1,2,1.00,1100.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,25,312.00,3.00,2.00,0.00,1.00,2300.00,0.00,2500.00,2.00,U,2.00,1.00,4,3,1.00,1700.00,Leisure,Lease,German,"Sea Vojage, Gast",Car,no credit cards
H,3,5,51,9.00,3.00,1.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,3.00,1.00,0,6,1.00,700.00,"Radio, TV, Hifi",Lease,Italian,Others,Without Vehicle,no credit cards
H,2,4,49,42.00,42.00,2.00,0.00,0.00,3000.00,0.00,100000.0,4.00,V,2.00,1.00,1,4,1.00,1100.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards
R,0,2,26,12.00,27.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,1.00,1.00,5,5,1.00,20000.00,Cars,Lease,German,"Food,Building,Ca",Car and Motor bi,no credit cards
H,0,1,27,30.00,54.00,2.00,0.00,1.00,2400.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,1,2,45,72.00,60.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,G,1.00,1.00,0,0,0.00,800.00,"Furniture,Carpet",Lease,Yugoslav,Others,Without Vehicle,Cheque card
R,0,2,54,999.00,39.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,V,1.00,1.00,1,3,1.00,500.00,"Dept. Store,Mail",Lease,German,Pensioner,Car,no credit cards
H,0,2,58,312.00,999.00,2.00,0.00,0.00,10000.00,1.00,100000.0,5.00,V,1.00,1.00,2,2,1.00,6000.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Cheque card
H,1,3,31,15.00,144.00,2.00,0.00,1.00,5000.00,0.00,100000.0,4.00,V,1.00,1.00,2,4,1.00,1400.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards
H,3,5,46,999.00,240.00,2.00,0.00,1.00,10000.00,0.00,100000.0,4.00,V,1.00,1.00,5,7,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,33,120.00,54.00,2.00,0.00,0.00,10000.00,1.00,100000.0,5.00,V,3.00,1.00,0,0,0.00,7000.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Cheque card
H,0,2,25,18.00,21.00,2.00,0.00,1.00,2700.00,0.00,100000.0,4.00,V,2.00,1.00,0,2,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,49,168.00,240.00,2.00,0.00,1.00,3500.00,0.00,100000.0,4.00,V,1.00,1.00,1,9,1.00,1000.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards
H,3,5,26,0.00,9.00,2.00,0.00,1.00,3000.00,0.00,100000.0,4.00,V,2.00,1.00,3,7,1.00,600.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,33,264.00,60.00,2.00,0.00,0.00,2600.00,0.00,100000.0,4.00,U,1.00,1.00,1,3,1.00,3000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards
H,0,1,59,0.00,33.00,1.00,0.00,0.00,3200.00,0.00,100000.0,4.00,G,2.00,1.00,0,8,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,2,25,3.00,66.00,2.00,0.00,0.00,2900.00,0.00,100000.0,4.00,V,2.00,1.00,0,3,1.00,3000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,26,6.00,3.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,0,3,1.00,900.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
R,0,1,23,6.00,12.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,3,5,44,24.00,24.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,7,1.00,1600.00,"Radio, TV, Hifi",Lease,Others,"Sea Vojage, Gast",Car,no credit cards
R,0,1,58,60.00,12.00,1.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,0.00,0,2,1.00,1200.00,"Radio, TV, Hifi",Lease,Spanish/Portugue,Others,Car,no credit cards
H,2,4,36,42.00,96.00,2.00,0.00,1.00,3000.00,0.00,100000.0,4.00,V,2.00,1.00,3,0,0.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,0,2,50,240.00,168.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,V,3.00,1.00,0,7,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,25,0.00,6.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,V,3.00,1.00,0,4,1.00,4000.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
R,0,1,24,288.00,48.00,2.00,0.00,1.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,8000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards
H,2,4,35,0.00,6.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,3,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,0,2,23,48.00,21.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,4,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
H,0,2,24,21.00,45.00,2.00,0.00,0.00,2800.00,0.00,100000.0,4.00,V,3.00,0.00,0,7,1.00,1100.00,"Radio, TV, Hifi",Lease,Spanish/Portugue,Others,Car,no credit cards
R,0,1,52,96.00,66.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,W,2.00,1.00,2,4,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,1,3,46,240.00,999.00,2.00,0.00,1.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,2,4,1.00,2500.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards
H,2,3,40,15.00,3.00,2.00,0.00,0.00,2800.00,0.00,100000.0,4.00,U,2.00,1.00,0,2,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,36,3.00,42.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,0,4,1.00,2500.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,36,0.00,66.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,2,1.00,4000.00,Cars,Lease,German,Others,Car,Cheque card
H,2,4,41,3.00,30.00,1.00,0.00,0.00,3200.00,0.00,100000.0,4.00,V,3.00,1.00,0,7,1.00,1100.00,"Dept. Store,Mail",Lease,Yugoslav,Others,Car,no credit cards
R,0,2,52,264.00,336.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,2.00,1.00,1,2,1.00,8000.00,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards
