TITLE;CHILDREN;PERS_H;AGE;TMADD;TMJOB1;TEL;NMBLOAN;FINLOAN;INCOME;EC_CARD;INC;INC1;STATUS;BUREAU;LOCATION;LOANS;REGN;DIV;CASH;PRODUCT;RESID;NAT;PROF;CAR;CARDS;GB
H;1;3;24;1200;1200;200;0;100;280000;0;1000000;400;V;300;100;0;2;100;100000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;39;16800;6600;200;0;100;250000;0;250000;200;V;100;100;1;0;0;140000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
H;0;2;68;4200;14400;200;0;0;250000;0;250000;200;V;100;100;1;3;100;200000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;1;23;1500;1500;100;0;100;200000;0;250000;200;U;100;100;1;8;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;50;99900;99900;200;0;0;240000;0;250000;200;U;100;100;1;4;100;90000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;0
H;2;4;39;7200;7200;200;0;100;400000;0;1000000;400;V;100;100;1;2;100;60000;Radio, TV, Hifi;Lease;German;Civil Service, M;Without Vehicle;no credit cards;1
H;1;3;37;8400;28800;200;0;100;300000;0;1000000;400;V;300;100;0;4;100;500000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
R;0;1;62;7200;2100;200;0;100;160000;0;250000;200;W;100;100;1;7;100;80000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;0
H;1;3;49;24000;28800;200;0;100;500000;0;1000000;400;V;300;100;0;5;100;200000;Radio, TV, Hifi;;German;Chemical Industr;Car;no credit cards;0
R;2;3;31;3000;900;200;0;100;220000;0;250000;200;U;100;100;1;5;100;170000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;1;25;300;3900;100;0;0;0;100;0;100;U;300;100;0;2;100;120000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;1;28;4800;900;200;0;0;170000;0;250000;200;U;300;100;0;2;100;90000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;1;3;27;1200;2100;200;0;100;350000;0;1000000;400;V;100;100;1;6;100;600000;Cars;Lease;German;Food,Building,Ca;Car;no credit cards;1
R;0;1;24;1200;1200;200;0;100;220000;0;250000;200;U;100;100;2;3;100;250000;Furniture,Carpet;Lease;Other European;Others;Car;no credit cards;0
H;2;4;38;5400;2100;200;0;100;400000;0;1000000;400;V;100;100;1;7;100;140000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;38;1200;600;200;0;0;200000;0;250000;200;U;300;100;0;5;100;1000000;Cars;Lease;German;Others;Car;no credit cards;1
H;1;3;33;300;1500;200;0;0;400000;0;1000000;400;V;100;100;1;4;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;27;33600;1200;200;0;0;0;100;0;100;U;100;100;1;2;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;2;26;2400;3300;200;0;100;330000;0;1000000;400;V;100;100;2;3;100;120000;Dept. Store,Mail;Lease;Others;Others;Without Vehicle;no credit cards;0
H;0;2;57;16800;2100;200;0;0;150000;0;250000;200;V;300;100;0;0;0;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;2;51;16800;99900;200;0;0;280000;0;1000000;400;V;300;100;0;4;100;600000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;2;4;26;7200;600;200;0;0;180000;0;250000;200;V;300;100;0;4;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;23;3600;900;200;0;100;230000;0;250000;200;U;100;100;1;4;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;2;30;28800;4800;200;0;0;0;100;0;100;V;300;100;0;3;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;4;6;38;14400;16800;200;0;100;340000;0;1000000;400;V;100;100;2;3;100;400000;Furniture,Carpet;;Turkish;Others;Car;no credit cards;1
H;0;2;27;1500;3000;200;0;0;250000;0;250000;200;V;300;100;0;2;100;100000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;1;3;31;1800;900;200;0;0;300000;0;1000000;400;V;300;100;0;9;100;300000;Radio, TV, Hifi;Lease;Others;Others;Car;no credit cards;1
H;0;2;31;300;4800;100;0;0;260000;0;1000000;400;V;100;100;1;5;100;250000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
R;2;4;42;2100;600;200;0;100;200000;0;250000;200;V;300;100;0;0;0;250000;Radio, TV, Hifi;;Turkish;Others;Without Vehicle;no credit cards;0
R;1;2;35;16800;8400;200;0;100;230000;0;250000;200;W;100;100;1;8;100;250000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
R;0;2;30;0;6000;200;0;0;230000;0;250000;200;V;300;100;0;3;100;110000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;0;2;29;2100;2100;200;0;0;350000;0;1000000;400;V;300;100;0;7;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;26;900;900;200;0;0;230000;0;250000;200;V;300;100;0;9;100;800000;Cars;Lease;Italian;Food,Building,Ca;Car;no credit cards;1
H;1;3;26;3000;1500;200;0;100;260000;0;1000000;400;V;100;100;4;5;100;100000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;1;3;25;2100;300;200;0;100;0;100;0;100;V;100;100;2;7;100;150000;Radio, TV, Hifi;Lease;Turkish;Others;Car;Cheque card;1
H;0;1;32;3000;8400;200;0;0;150000;0;250000;200;U;300;100;0;2;100;400000;Radio, TV, Hifi;;German;Pensioner;Car;no credit cards;0
H;1;3;29;9600;14400;200;0;0;220000;0;250000;200;V;300;100;0;4;100;300000;Radio, TV, Hifi;;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;1;23;300;6600;200;0;100;260000;0;1000000;400;U;100;100;1;4;100;140000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;4;6;42;99900;3900;200;0;0;310000;0;1000000;400;V;100;100;1;4;100;1500000;Cars;Owner;German;Others;Car;no credit cards;1
H;2;4;37;1500;1800;100;0;0;250000;0;250000;200;V;300;100;0;4;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;2;4;36;900;7200;200;0;100;0;100;0;100;V;100;100;1;6;100;120000;Radio, TV, Hifi;Lease;Others;Others;Car;Cheque card;0
H;23;25;32;600;600;200;0;0;270000;0;1000000;400;V;300;100;0;5;100;180000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;1;3;28;4200;2100;200;0;0;100000;0;250000;200;V;100;100;4;3;100;130000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;1;27;1200;1200;100;0;0;200000;0;250000;200;U;300;100;0;4;100;70000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
R;1;3;48;14400;19200;200;0;0;240000;0;250000;200;V;300;100;0;0;0;250000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;1;3;26;8400;12000;200;0;100;240000;0;250000;200;V;100;100;1;9;100;300000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
R;1;2;26;300;300;100;0;0;0;100;0;100;T;300;100;0;4;100;130000;Furniture,Carpet;Lease;German;Sea Vojage, Gast;Without Vehicle;Cheque card;1
H;0;1;29;2400;900;200;0;0;330000;0;1000000;400;U;100;100;1;2;100;180000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;2;58;16800;5400;200;0;100;150000;0;250000;200;V;100;100;1;2;100;150000;Furniture,Carpet;Lease;Turkish;Food,Building,Ca;Without Vehicle;no credit cards;1
H;2;4;39;9600;19200;200;0;100;340000;0;1000000;400;V;100;100;1;4;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;26;31200;300;200;0;100;200000;0;250000;200;U;300;100;0;2;100;70000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;2;4;48;5400;2100;200;0;0;330000;0;1000000;400;V;100;100;1;4;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;2;4;30;4200;16800;200;0;100;400000;0;1000000;400;V;100;100;1;4;100;160000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;1;3;25;3000;600;200;0;0;320000;0;1000000;400;V;100;100;2;9;100;400000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
R;0;1;69;99900;14400;200;0;0;0;100;0;100;W;100;100;1;2;100;120000;Radio, TV, Hifi;Lease;German;Pensioner;Car;Cheque card;0
R;0;2;67;2400;9600;200;0;0;150000;0;250000;200;V;100;100;1;2;100;110000;Furniture,Carpet;Lease;German;Pensioner;Car;no credit cards;0
R;0;2;39;14400;4800;200;0;0;180000;0;250000;200;V;100;100;1;6;100;130000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;1;2;34;300;12000;200;0;0;330000;100;1000000;500;U;300;100;0;0;0;140000;Radio, TV, Hifi;;German;Others;Without Vehicle;Cheque card;0
H;0;1;30;4800;3600;200;0;100;0;100;0;100;U;100;100;2;4;100;140000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
R;0;2;27;6000;1800;200;0;100;0;100;0;100;V;300;100;0;5;100;190000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;2;4;35;99900;6600;200;0;0;280000;0;1000000;400;V;100;100;1;3;100;180000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;1
R;0;1;23;3000;600;100;0;100;200000;0;250000;200;U;100;100;1;6;100;250000;Furniture,Carpet;Lease;German;Sea Vojage, Gast;Car;no credit cards;0
H;1;3;50;26400;6600;200;0;0;500000;0;1000000;400;V;300;100;0;9;100;80000;Leisure;Owner;German;Others;Car;no credit cards;0
H;5;7;38;14400;14400;200;0;100;0;100;0;100;V;300;100;0;7;100;60000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;1;3;27;300;3300;200;0;0;240000;0;250000;200;V;300;100;0;9;100;170000;Leisure;Lease;Others;Others;Car;no credit cards;0
H;1;2;31;5400;5400;100;0;0;0;100;0;100;G;100;100;1;2;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;1;2;28;6600;1200;200;0;100;0;100;0;100;U;300;100;0;6;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
R;0;2;24;4800;1200;200;0;0;270000;0;1000000;400;V;300;100;0;2;100;250000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;2;4;23;3600;7200;200;0;0;250000;0;250000;200;V;100;100;2;3;100;200000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;2;4;39;21600;21600;200;0;0;270000;0;1000000;400;V;300;100;0;5;100;80000;Radio, TV, Hifi;Owner;German;Civil Service, M;Car;no credit cards;0
H;2;3;28;1200;1800;100;0;0;250000;0;250000;200;T;300;100;0;9;100;50000;Leisure;Lease;Others;Others;Car;no credit cards;1
H;0;1;61;99900;0;200;0;100;230000;0;250000;200;W;300;100;0;2;100;180000;Radio, TV, Hifi;;German;Pensioner;Car;no credit cards;0
H;0;1;41;3600;2400;200;0;0;0;100;0;100;G;100;100;1;0;0;100000;Dept. Store,Mail;Lease;German;Civil Service, M;Car;Cheque card;0
H;1;3;33;600;14400;200;0;100;250000;0;250000;200;V;100;100;2;7;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;31;8400;3900;200;0;0;300000;0;1000000;400;V;100;100;2;6;100;600000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;no credit cards;1
R;0;1;26;900;3000;200;0;100;330000;0;1000000;400;U;100;100;2;4;100;700000;Furniture,Carpet;Lease;German;Food,Building,Ca;Without Vehicle;American Express;1
H;2;4;33;3600;3600;200;0;0;0;100;0;100;V;100;100;2;0;0;140000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;0
H;2;4;31;6600;1800;200;0;0;310000;0;1000000;400;V;100;100;2;8;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;29;900;2100;200;0;100;0;100;0;100;U;100;100;1;4;100;100000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;23;2400;5400;200;0;0;220000;0;250000;200;U;300;100;0;2;100;90000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;no credit cards;1
R;1;2;30;1800;1800;200;0;0;150000;0;250000;200;W;100;100;0;4;100;300000;Furniture,Carpet;Lease;German;Civil Service, M;Without Vehicle;no credit cards;0
H;1;2;45;1500;1200;200;0;100;190000;0;250000;200;U;100;100;1;4;100;160000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
H;0;1;26;600;0;200;0;100;190000;100;250000;300;U;100;100;1;4;100;80000;Dept. Store,Mail;Lease;German;Food,Building,Ca;Car;Cheque card;0
R;1;3;51;16800;28800;200;0;0;400000;0;1000000;400;V;100;100;1;5;100;400000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;0
H;2;4;45;5400;8400;200;0;100;400000;0;1000000;400;V;300;100;0;9;100;400000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;0;2;30;2100;9600;100;0;100;0;100;0;100;V;100;100;1;0;0;400000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;Cheque card;0
H;0;1;25;1200;600;200;0;0;180000;0;250000;200;U;300;100;0;3;100;400000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;1;3;24;2400;300;200;0;100;400000;100;1000000;500;V;100;100;1;2;100;400000;Furniture,Carpet;Owner;German;Food,Building,Ca;Without Vehicle;Cheque card;1
R;0;1;69;900;7200;200;0;0;150000;0;250000;200;W;300;100;0;5;100;400000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;1;3;56;19200;28800;200;0;100;250000;0;250000;200;V;300;100;0;3;100;400000;Furniture,Carpet;;Turkish;Others;Car;no credit cards;0
H;1;3;37;9600;2100;200;0;100;330000;0;1000000;400;V;100;100;2;7;100;190000;Furniture,Carpet;Lease;Others;Others;Car;no credit cards;0
R;2;3;29;3000;1500;200;0;0;150000;0;250000;200;W;100;100;0;2;100;80000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;3;5;50;16800;16800;200;0;0;400000;0;1000000;400;V;100;100;2;2;100;100000;Dept. Store,Mail;;German;Chemical Industr;Car;no credit cards;1
R;1;2;40;9600;28800;200;0;100;270000;0;1000000;400;G;100;100;4;0;0;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;1;45;4800;4800;200;0;100;0;100;0;100;U;100;100;5;2;100;100000;Radio, TV, Hifi;;German;Others;Car;Cheque card;1
H;1;3;38;600;600;200;0;0;150000;0;250000;200;V;100;100;1;2;100;130000;Radio, TV, Hifi;Lease;Greek;Sea Vojage, Gast;Car;no credit cards;0
H;0;1;26;9600;300;200;0;0;0;100;0;100;U;300;100;0;0;0;110000;Radio, TV, Hifi;Lease;German;Sea Vojage, Gast;Car;Cheque card;1
R;4;6;46;16800;19200;200;0;100;290000;100;1000000;500;V;100;100;2;7;100;70000;Dept. Store,Mail;Lease;Yugoslav;Others;Car;Cheque card;1
H;0;1;40;1500;10800;200;0;100;0;100;0;100;U;100;100;1;4;100;50000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
R;2;4;33;19200;4500;200;0;0;280000;0;1000000;400;V;100;100;1;2;100;70000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;24;300;3600;200;0;0;200000;0;250000;200;U;100;100;1;8;100;1000000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;34;8400;6000;200;0;0;350000;0;1000000;400;V;100;100;2;5;100;60000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;1;31;4200;3900;200;0;0;170000;0;250000;200;U;100;100;1;9;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;1;24;3600;6000;200;0;0;160000;0;250000;200;U;300;100;0;4;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;2;23;300;2700;200;0;0;220000;0;250000;200;V;100;100;1;0;0;250000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
H;0;1;32;1200;12000;200;0;0;260000;0;1000000;400;U;100;100;2;2;100;300000;Furniture,Carpet;Lease;German;Military Service;Car;no credit cards;0
H;0;1;24;4800;1500;200;0;0;240000;0;250000;200;U;100;100;1;3;100;400000;Furniture,Carpet;;Other European;Others;Car;no credit cards;1
R;1;2;47;1200;10800;200;0;0;400000;0;1000000;400;G;100;100;1;4;100;300000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;no credit cards;1
H;1;3;41;5400;14400;200;0;0;1000000;100;1000000;500;V;100;100;2;4;100;400000;Cars;Owner;German;Self-employed pe;Car;Cheque card;1
R;0;1;65;9600;9600;200;0;0;180000;0;250000;200;W;300;100;0;3;100;50000;Dept. Store,Mail;;German;Pensioner;Without Vehicle;no credit cards;1
R;0;1;40;4800;1500;200;0;0;150000;0;250000;200;G;300;100;0;5;100;150000;Furniture,Carpet;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;1;27;900;600;100;0;100;190000;0;250000;200;U;300;100;0;4;100;100000;Radio, TV, Hifi;;German;Civil Service, M;Without Vehicle;no credit cards;1
R;0;2;44;28800;7200;200;0;0;0;100;0;100;V;300;100;0;6;100;120000;Radio, TV, Hifi;;German;Chemical Industr;Car;Cheque card;1
R;2;3;38;12000;9600;200;0;100;190000;0;250000;200;G;300;100;0;0;0;170000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;38;8400;5400;200;0;0;300000;0;1000000;400;V;100;100;1;0;0;600000;Radio, TV, Hifi;Lease;Others;Others;Car;American Express;0
H;1;2;34;9600;600;200;0;100;350000;0;1000000;400;G;100;100;3;5;100;200000;Leisure;Lease;German;Others;Car;no credit cards;1
H;1;3;30;1200;4800;200;0;0;0;100;0;100;V;100;100;1;3;100;80000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;1;3;51;24000;24000;200;0;0;250000;0;250000;200;V;300;100;0;4;100;150000;Radio, TV, Hifi;;Turkish;Pensioner;Without Vehicle;no credit cards;0
R;2;3;43;26400;6600;200;0;0;350000;0;1000000;400;W;100;100;1;5;100;100000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;0;2;27;2100;6000;200;0;100;300000;0;1000000;400;V;100;100;2;4;100;50000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;23;16800;4800;100;0;0;180000;100;250000;300;U;100;100;1;0;0;130000;Dept. Store,Mail;;German;Military Service;Car;Cheque card;1
R;2;4;41;16800;1800;200;0;0;0;100;0;100;V;300;100;0;5;100;90000;Leisure;Lease;German;Others;Car;Cheque card;1
H;1;2;39;1500;900;200;0;0;220000;0;250000;200;U;100;100;1;5;100;300000;Dept. Store,Mail;;German;Others;Car;no credit cards;0
H;2;4;37;6600;5400;200;0;100;350000;0;1000000;400;V;100;100;3;2;100;600000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;1;3;37;6600;6600;200;0;0;250000;0;250000;200;V;100;100;1;3;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;2;4;33;12000;900;200;0;0;170000;0;250000;200;V;100;100;1;0;0;180000;Radio, TV, Hifi;Lease;German;Sea Vojage, Gast;Car;no credit cards;1
H;3;5;34;8400;21600;200;0;0;400000;0;1000000;400;V;300;100;0;4;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;2;31;1200;900;200;0;100;170000;0;250000;200;V;100;100;1;3;100;70000;Radio, TV, Hifi;Lease;Others;Others;Without Vehicle;no credit cards;1
H;0;1;23;19200;3600;200;0;0;230000;0;250000;200;U;100;100;1;3;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;23;2100;1800;200;0;0;250000;0;250000;200;U;100;100;0;2;100;160000;Radio, TV, Hifi;;Greek;Others;Car;no credit cards;1
R;0;2;30;12000;4500;200;0;0;100000;0;250000;200;V;300;100;0;3;100;150000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
R;1;2;26;1200;300;200;0;0;0;100;0;100;T;300;100;0;3;100;300000;Furniture,Carpet;Lease;German;Food,Building,Ca;Without Vehicle;Cheque card;0
R;0;1;59;99900;99900;200;0;0;190000;0;250000;200;W;300;100;0;0;0;130000;Radio, TV, Hifi;;German;Pensioner;Without Vehicle;no credit cards;0
H;2;4;39;3600;2700;200;0;0;250000;0;250000;200;V;300;100;0;2;100;250000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;1;25;4800;1800;200;0;100;270000;0;1000000;400;U;100;100;4;3;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;2;4;32;26400;2400;100;0;100;350000;0;1000000;400;V;100;100;3;8;100;250000;Cars;Lease;Turkish;Others;Car;no credit cards;0
R;0;2;47;14400;1800;200;0;0;0;100;0;100;V;100;100;2;4;100;300000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
H;2;4;40;4800;24000;200;0;0;500000;0;1000000;400;V;100;100;0;4;100;500000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;0
R;3;5;31;12000;900;200;0;0;0;100;0;100;V;100;100;1;4;100;150000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;1
H;3;5;29;9600;10800;200;0;100;400000;0;1000000;400;V;100;100;1;6;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;25;900;9600;200;0;0;230000;0;250000;200;U;100;100;2;5;100;170000;Cars;Lease;German;Others;Car;no credit cards;1
R;0;1;65;2100;6000;200;0;100;190000;0;250000;200;T;300;100;0;7;100;110000;Dept. Store,Mail;Lease;German;Pensioner;Without Vehicle;no credit cards;0
R;2;3;39;3600;8400;200;0;100;200000;0;250000;200;G;100;100;3;4;100;90000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;1
H;3;5;35;12000;2100;200;0;0;400000;0;1000000;400;V;100;100;2;4;100;80000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;31;12000;900;200;0;100;300000;0;1000000;400;U;300;100;0;7;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;26;26400;600;200;0;100;290000;0;1000000;400;U;100;100;1;4;100;100000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;67;4200;10800;200;0;0;200000;0;250000;200;W;100;100;0;3;100;1500000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;2;4;39;31200;33600;200;0;0;350000;0;1000000;400;V;300;100;0;3;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;29;900;3300;200;0;0;220000;0;250000;200;U;300;100;0;5;100;400000;Radio, TV, Hifi;;Other European;Food,Building,Ca;Without Vehicle;no credit cards;1
H;1;3;34;14400;4200;200;0;0;400000;0;1000000;400;V;300;100;0;2;100;160000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;0;2;33;99900;12000;200;0;100;300000;0;1000000;400;V;100;100;1;5;100;80000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;0;2;54;600;3900;200;0;0;270000;0;1000000;400;V;100;100;2;2;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;34;14400;6000;200;0;0;220000;0;250000;200;V;100;100;1;7;100;60000;Radio, TV, Hifi;Lease;Greek;Others;Car;no credit cards;1
R;3;5;31;6600;3600;200;0;0;150000;0;250000;200;V;300;100;0;2;100;250000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;1
R;1;2;41;16800;28800;200;0;100;260000;0;1000000;400;U;200;100;1;8;100;70000;Cars;Lease;German;Others;Car;no credit cards;1
H;3;5;37;8400;3900;200;0;100;230000;0;250000;200;V;100;100;1;5;100;170000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
R;0;1;27;4200;1200;200;0;100;150000;0;250000;200;T;100;100;2;2;100;70000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;3;5;53;26400;33600;200;0;100;0;100;0;100;V;100;100;2;5;100;150000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;2;47;6000;6600;200;0;100;500000;0;1000000;400;V;100;100;1;2;100;250000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;0
H;3;5;38;3600;2400;200;0;100;240000;0;250000;200;V;100;100;1;7;100;190000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;1
H;2;4;37;4200;3600;200;0;0;1000000;100;1000000;500;V;100;100;1;4;100;80000;Radio, TV, Hifi;Lease;Others;Self-employed pe;Car;Cheque card;1
H;0;1;23;28800;8400;200;0;100;220000;0;250000;200;U;100;100;1;4;100;160000;Cars;Lease;German;Others;Car;no credit cards;0
H;2;4;40;300;1500;100;0;0;400000;0;1000000;400;V;100;100;6;4;100;120000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;1
R;1;3;33;99900;21600;100;0;0;190000;0;250000;200;V;300;100;0;8;100;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;31;300;9600;200;0;100;0;100;0;100;V;100;100;2;4;100;150000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
R;0;1;25;4800;3300;200;0;0;170000;0;250000;200;U;300;100;0;3;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;2;55;2100;28800;100;0;0;230000;0;250000;200;V;100;100;1;2;100;300000;Furniture,Carpet;Owner;German;Civil Service, M;Car;no credit cards;0
R;0;2;44;31200;12000;200;0;0;0;100;0;100;V;300;100;0;3;100;200000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
R;0;1;41;4200;14400;200;0;100;290000;0;1000000;400;G;100;100;1;4;100;250000;Leisure;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;0;1;24;7200;300;200;0;100;270000;0;1000000;400;U;100;100;1;0;0;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;30;300;900;200;0;0;0;100;0;100;U;300;100;0;2;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
R;0;1;57;28800;19200;200;0;0;230000;0;250000;200;W;300;100;0;3;100;1500000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;2;54;36000;99900;200;0;100;300000;0;1000000;400;V;300;100;0;3;100;700000;Furniture,Carpet;Owner;Turkish;Others;Car;no credit cards;0
H;2;4;31;1800;14400;200;0;100;500000;0;1000000;400;V;100;100;3;2;100;400000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;1
R;2;4;30;1800;1500;200;0;0;180000;0;250000;200;V;100;100;0;7;100;160000;Radio, TV, Hifi;Owner;Greek;Others;Car;no credit cards;0
H;1;3;28;900;600;200;0;0;240000;0;250000;200;V;100;100;1;6;100;110000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;30;19200;2100;200;0;100;200000;0;250000;200;U;100;100;1;3;100;60000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
